id,category,topic,title,question,answer,keywords,source,url
285,"Agriculture,Rural & Environment",FGRMB-FAASCDMF,"""Financial Grant for Reactivation of Mechanised Boats"" under ""Financial Assistance for Availing Subsidy Components for the Development of Marine Fisheries""","What is ""Financial Grant for Reactivation of Mechanised Boats"" under ""Financial Assistance for Availing Subsidy Components for the Development of Marine Fisheries""?","The scheme ""Financial Grant for Reactivation of Mechanised Boats"" is introduced by the Govt of Puducherry with the objective of increasing marine fish production by extending financial grants for the reactivation of wooden/steel mechanized boats.","Boat, Grant, Financial Assistance, Fisheries, Fisherman, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/fgrmb-faascdmf
286,"Agriculture,Rural & Environment",SPFRPCVWNMPCN-FAASCDMF,"""Subsidy for the Purchase of Fiber-reinforced Plastic Cattamaran/ Vallam/ Wooden Nava/ Marine Plywood Canoe With Nets"" under ""Financial Assistance for Availing Subsidy Components for the Development of Marine Fisheries""","What is ""Subsidy for the Purchase of Fiber-reinforced Plastic Cattamaran/ Vallam/ Wooden Nava/ Marine Plywood Canoe With Nets"" under ""Financial Assistance for Availing Subsidy Components for the Development of Marine Fisheries""?","The scheme ""Subsidy for the Purchase of Fiber-reinforced Plastic Cattamaran/ Vallam/ Wooden Nava/ Marine Plywood Canoe With Nets"" is introduced to increase marine fish production by extending subsidies to the fishermen for the procurement of fiber-reinforced plastic vallam with nets.","Subsidy, Boat, Fisherman, Financial Assistance, Procurement, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/spfrpcvwnmpcn-faascdmf
287,"Agriculture,Rural & Environment",MMKY-NTEBWA,MMKY-New Tank Excavation Under Brackish Water Aquaculture,What is MMKY-New Tank Excavation Under Brackish Water Aquaculture?,"The State plan scheme “MMKY-New Tank Excavation Under Brackish Water Aquaculture” was launched by the Fisheries & Animal Resources Development Department, Government of to promote farmers and entrepreneurs to take up Brackish water aquaculture.","Tank Excavation, Brackish, Maschyajibi, Fish Production, Shrimp Exports, Fish Exports, Subsidy Assistance, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/mmky-ntebwa
288,"Agriculture,Rural & Environment",MMKY-FANBEN,"MMKY-Financial Assistance for New Boat, Engine, and Net","What is MMKY-Financial Assistance for New Boat, Engine, and Net?","The State plan scheme “MMKY-Financial Assistance for New Boat, Engine, and Net” was launched by the Fisheries & Animal Resources Development Department, Government of Odisha in order to increase the marine fish production and to enhance incomes and livelihoods of the marine fishers.","Financial Assistance, Boat, Engine, Net, Maschyajibi, Fish, Fisherman, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/mmky-fanben
289,"Agriculture,Rural & Environment",AASFSV,Aushadhi Avam Sugandhit Fasal Shetra Vistar,What is Aushadhi Avam Sugandhit Fasal Shetra Vistar?,"Under the Scheme To increase production and productivity by expanding the area of ​​quality, high-yielding, short-duration medicinal and aromatic species.","Farming, Farmer, Farm, Land, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/aasfsv
290,"Agriculture,Rural & Environment",IHDPDA,Integrated Horticultural Development Program Through Diversification of Agriculture,What is Integrated Horticultural Development Program Through Diversification of Agriculture?,"Through this scheme, the farmers are provided subsidies through DBT mode for Organic Manures for Coconut Palms, Tools and Implements for Agricultural Purposes, Mud Pots or Cement Pots, Plant Protection Chemicals, Motor Pumpset for Irrigation Purposes, Biogas Unit, Planting Materials, etc.","Horticulture, Subsidy, Farmer, DBT, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/ihdpda
291,"Agriculture,Rural & Environment",NAMO SHETKARI MAHASANMAN NIDHI YOJANA,Namo Shetkari Mahasanman Nidhi Yojana,What is Namo Shetkari Mahasanman Nidhi Yojana?,"To increase the income of farmers, State government has announced ""Namo Shetkari Mahasanman Nidhi Yojana"" in which cultivable land holding farmer families of the state will get an additional amount of Rs. 6000/- per year (along with Rs. 6000/- through Pradhan Mantri Kisan Samman Nidhi Yojana","PM KISAN TOP UP, Direct Benefit Transfer, Agriculture Land Holder, Family Scheme, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/namo-shetkari-mahasanman-nidhi-yojana
292,"Agriculture,Rural & Environment",SSVY,Sabji Shetra Vistar Yojana,What is Sabji Shetra Vistar Yojana?,"Under the Sabji Shetra Vistar yojana, selection of vegetables through quality high yielding varieties to expand the area of crops and increase production.","Farming, Farmer, Financial Benefits, Farming Land, Vegetable, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/ssvy
293,"Agriculture,Rural & Environment",STLSMEGHALAYA,Seed Testing Laboratory Scheme,What is Seed Testing Laboratory Scheme?,The objective of the scheme is to assist seed testing services to farmers to ensure the viability and purity of seed to be sown.,"Seed Testing, Laboratory, Farmer, Agriculture, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/stlsmeghalaya
294,"Agriculture,Rural & Environment",IAFFFFP-MMKY,"""Input Assistance to Farmers for Taking up Fish Farming in Farm Ponds"" Component of the ""Mukhyamantri Maschyajibi Kalyan Yojana"" Scheme","What is ""Input Assistance to Farmers for Taking up Fish Farming in Farm Ponds"" Component of the ""Mukhyamantri Maschyajibi Kalyan Yojana"" Scheme?","The objective of this scheme is to increase the inland fish production, and to enhance the income of farmers in the State though aquaculture. Input assistance is provided to the farmers who have excavated farm ponds under MGNREGA for facilitating the production of fingerling and fish.","Farmer, Fisheries, Seed, Subsidy, Fertilizer, Pond, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/mmky-iaftufffp
295,"Agriculture,Rural & Environment",SFS,Seed Farms Scheme,What is Seed Farms Scheme?,"The objective of the scheme is the production of high-quality seeds of cereals, pulses, oilseeds, etc. and for raising Horticultural seedlings such as orange, coconut, arecanut etc. for distribution to cultivators.","Seed, Farms, Agriculture, Farmer, Horticultural Seedlings, Cultivator, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/sfs
296,"Agriculture,Rural & Environment",OAPSUCMUPT,Old Age Pension Scheme under Chief  Minister’s Uzhavar Padhukappu Thittam,What is Old Age Pension Scheme under Chief  Minister’s Uzhavar Padhukappu Thittam?,"The 'Old Age Pension Scheme under Chief Minister’s Uzhavar Padhukappu Thittam' is a state scheme. The scheme aims to give a pension of ₹1,000/- to old-age farmers and destitute agricultural labourers who have membership card under CMPUT.","Farmers, Pension, Financial Assistance, Senior Citizen, Labour, Agriculture,Rural & Environment, Social welfare & Empowerment",State,https://www.myscheme.gov.in/schemes/oapsucmupt
297,"Agriculture,Rural & Environment",FTIS,Farmers Training Institute Scheme,What is Farmers Training Institute Scheme?,The objective of the scheme is to provide training to farmers at the village level on updated and innovative agriculture technology. The Training Institute facilitates exposure visits for farmers to agriculturally advanced states.,"Farmer, Training Institute, Training, Agriculture, Agriculture Technology, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/ftis
298,"Agriculture,Rural & Environment",MDCAS,Maize Development through Cluster Approach Scheme,What is Maize Development through Cluster Approach Scheme?,The objectives of the scheme is to increase food grain production in order to attain self-sufficiency by growing high yielding varieties of maize and also by adopting the crop and location specific production technology.,"Agriculture, Farmer, Maize, Quality Seeds, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/mdcas
299,"Agriculture,Rural & Environment",VI,Vermicompost Ikai,What is Vermicompost Ikai?,"In the Vermicompost Ikai scheme, provide subsidies to farmers and Organic fertilizer is a systematic pest-nutrition process in which the soil is made fertile by absorbing other organic substances present within the soil.","Farmer, Fertilizer, Agriculture, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/vi
300,"Agriculture,Rural & Environment",SH,Shednet House,What is Shednet House?,"The Shednet House provided subsidies to farmers so they could earn more income by cultivating horticultural crops like vegetables, flowers, fruits, etc. by controlling the agro-climatic factors, temperature, humidity, and sunlight.","Farmer, Shednet House, Farming, Agriculture, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/sh
301,"Agriculture,Rural & Environment",FMSCSP(SCC),Fodder Minikits under Schedule Castes Sub Plan (SC Category),What is Fodder Minikits under Schedule Castes Sub Plan (SC Category)?,"The scheme “Fodder Minikits under Schedule Castes Sub Plan” is implemented by the Directorate of Animal Husbandry, Government of Gujarat to provide an improved variety of fodder seeds to Scheduled Castes beneficiaries for widespread publicity, demonstration, and adaptation by farmers.","Farmer, Scheduled Caste, Fodder Minikits, Seed, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/fmscspscc
302,"Agriculture,Rural & Environment",APDCCSTASP(STC),Assistance for Power Driven Chaff Cutter Scheme under Tribal Area Sub Plan (TASP- ST Category),What is Assistance for Power Driven Chaff Cutter Scheme under Tribal Area Sub Plan (TASP- ST Category)?,"The scheme provides financial assistance to dairy farmers belonging to ST category on purchase of electric powered chaff cutters. By using power driven chaff cutter, dairy farmers can reduce wastage of green & dry fodder which is economically important for their profitable dairy farming.","Chaff Cutter, Scheduled Tribe, TASP, Dairy Farming, Fodder, Subsidy, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/apdccstaspstc
303,"Agriculture,Rural & Environment",EEBDSRS,Establishment of Entrepreneur for Breed Development in Small Ruminant Sector (Sheep and Goat Farming),What is Establishment of Entrepreneur for Breed Development in Small Ruminant Sector (Sheep and Goat Farming)?,"The scheme for the ""Establishment of Entrepreneurs for Breed Development in the Small Ruminant Sector (Sheep and Goat Farming)"" falls under the Sub-mission on Breed Development of Livestock and Poultry. The Entrepreneurs / Eligible Entities can establish sheep and goat breeding unit.","Entrepreneur, Breed, Investment, Subsidy, Sheep, Goat, Agriculture,Rural & Environment","Ministry of Fisheries,Animal Husbandry and Dairying",https://www.myscheme.gov.in/schemes/eebdsrs
304,"Agriculture,Rural & Environment",PCWFSF,Pipes Carrying Water From Source To Field,What is Pipes Carrying Water From Source To Field?,"The scheme provides subsidies to farmers for installing pipes to carry water from the source to their fields, offering a 50% subsidy or up to ₹15,000/- for pipes (up to 800m), including PVC, HDPE, and others.","Agriculture, Farmer, Irrigation, Pipes, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/pcwfsf
305,"Agriculture,Rural & Environment",FT,Farmers Training,What is Farmers Training?,The “Farmers Training” scheme provides financial assistance for training sessions involving up to 50 farmers or agricultural laborers per cluster.,"Agriculture, Farmer, Training, Agriculture,Rural & Environment",State,https://www.myscheme.gov.in/schemes/ft
